word_id,sub_grid,label,colour_fill,subject_description,full_prompt
good_good-waiting,good,Good waiting,natural,"A patient calm-looking child sitting on a chair with hands folded in their lap and a small clock on the wall behind, with a small gold star or green checkmark beside them, indicating praise for waiting patiently, side view, head and shoulders","A patient calm-looking child sitting on a chair with hands folded in their lap and a small clock on the wall behind, with a small gold star or green checkmark beside them, indicating praise for waiting patiently, side view, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
good_good-sharing,good,Good sharing,natural,"Two smiling children with hands meeting in the middle exchanging a single toy between them, with a small gold star or green checkmark above them, indicating praise for sharing, both visible from head and shoulders","Two smiling children with hands meeting in the middle exchanging a single toy between them, with a small gold star or green checkmark above them, indicating praise for sharing, both visible from head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
good_good-helper,good,Good helper,natural,"A smiling child carrying a stack of books or items for someone, indicating being helpful, with a small gold star or green checkmark beside them, praising their helpfulness, side view, head and shoulders","A smiling child carrying a stack of books or items for someone, indicating being helpful, with a small gold star or green checkmark beside them, praising their helpfulness, side view, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
good_good-friend,good,Good friend,natural,"Two smiling children standing side by side with arms around each other's shoulders in a warm friendship pose, with a small heart or gold star above them indicating friendship is valued, head and shoulders","Two smiling children standing side by side with arms around each other's shoulders in a warm friendship pose, with a small heart or gold star above them indicating friendship is valued, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_tastes-bad,bad,Tastes bad,natural,"A face viewed from the front with a clearly disgusted yucky expression — tongue partially sticking out, eyes scrunched, eyebrows furrowed — with a small fork beside the face indicating the bad taste came from food, head only no body","A face viewed from the front with a clearly disgusted yucky expression — tongue partially sticking out, eyes scrunched, eyebrows furrowed — with a small fork beside the face indicating the bad taste came from food, head only no body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_smells-bad,bad,Smells bad,natural,"A face viewed from the front with a disgusted expression, one hand pinching the nose closed, with green wavy stink lines rising from a small unseen source beside the face, head and shoulders, clearly indicating perceiving a bad smell","A face viewed from the front with a disgusted expression, one hand pinching the nose closed, with green wavy stink lines rising from a small unseen source beside the face, head and shoulders, clearly indicating perceiving a bad smell, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_looks-bad,bad,Looks bad,natural,"A face viewed from the front with a disgusted/disappointed expression looking down at something with raised eyebrows and downturned mouth, the gaze is focused on something unpleasant just off-frame, head and shoulders","A face viewed from the front with a disgusted/disappointed expression looking down at something with raised eyebrows and downturned mouth, the gaze is focused on something unpleasant just off-frame, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_sounds-bad,bad,Sounds bad,natural,"A face viewed from the front with a pained wincing expression, both hands covering the ears, with jagged harsh sound wave lines arriving from outside the head indicating the bad sound, head and hands","A face viewed from the front with a pained wincing expression, both hands covering the ears, with jagged harsh sound wave lines arriving from outside the head indicating the bad sound, head and hands, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_feels-bad,bad,Feels bad,natural,"A child holding their stomach with both hands and an uncomfortable pained sick expression on their face, head and shoulders down to waist, indicating not feeling well physically","A child holding their stomach with both hands and an uncomfortable pained sick expression on their face, head and shoulders down to waist, indicating not feeling well physically, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_bad-dream,bad,Bad dream,natural,"A child sleeping in bed with a thought bubble above their head containing scary jagged shapes and storm clouds indicating a nightmare, side view, the child has a slightly distressed sleeping expression","A child sleeping in bed with a thought bubble above their head containing scary jagged shapes and storm clouds indicating a nightmare, side view, the child has a slightly distressed sleeping expression, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_bad-mood,bad,Bad mood,natural,"A face-only emotion symbol showing grumpy/sulky expression — furrowed brows, downturned mouth, slightly crossed arms visible at chest, dark cloud floating above the head indicating bad mood, head and shoulders","A face-only emotion symbol showing grumpy/sulky expression — furrowed brows, downturned mouth, slightly crossed arms visible at chest, dark cloud floating above the head indicating bad mood, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_not-nice,bad,Not nice,vibrant,"A bold red X mark superimposed over a friendly smiling face, indicating 'not nice' or unkind behaviour, simple iconic composition","A bold red X mark superimposed over a friendly smiling face, indicating 'not nice' or unkind behaviour, simple iconic composition, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_not-fair,bad,Not fair,natural,"A child with arms crossed and a clear pouting/sulky expression, brows furrowed, lower lip pushed out, indicating feeling something is unfair, head and shoulders","A child with arms crossed and a clear pouting/sulky expression, brows furrowed, lower lip pushed out, indicating feeling something is unfair, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_not-okay,bad,Not okay,vibrant,"A bold red X mark superimposed over a green thumbs-up gesture, the X clearly blocking or crossing out the thumbs-up to indicate 'not okay' or 'not all right'","A bold red X mark superimposed over a green thumbs-up gesture, the X clearly blocking or crossing out the thumbs-up to indicate 'not okay' or 'not all right', children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
bad_not-safe,bad,Not safe,vibrant,"A bright yellow triangular warning sign with a bold black exclamation mark in the centre and red border, with a small red X mark beside or above it, indicating clearly that something is not safe / dangerous","A bright yellow triangular warning sign with a bold black exclamation mark in the centre and red border, with a small red X mark beside or above it, indicating clearly that something is not safe / dangerous, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
