word_id,sub_grid,label,colour_fill,subject_description,full_prompt
in_in-pocket,in_,In pocket,natural,"A hand reaching into a pants pocket with a small toy or item partially visible inside the pocket, close-up of the pants pocket and hand","A hand reaching into a pants pocket with a small toy or item partially visible inside the pocket, close-up of the pants pocket and hand, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
in_in-hand,in_,In hand,natural,"A small wooden toy block clearly resting in an open palm, hand viewed from above with the object centred in the palm","A small wooden toy block clearly resting in an open palm, hand viewed from above with the object centred in the palm, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
in_in-mouth,in_,In mouth,natural,"A child holding a toothbrush up to their open mouth in the action of brushing teeth, head and shoulders, depicting something in their mouth in a clearly appropriate context","A child holding a toothbrush up to their open mouth in the action of brushing teeth, head and shoulders, depicting something in their mouth in a clearly appropriate context, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_outside,out_,Outside,natural,"A child standing outside on green grass with a tree and a sunny blue sky behind them, clearly in an outdoor scene, full body","A child standing outside on green grass with a tree and a sunny blue sky behind them, clearly in an outdoor scene, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-here,out_,Out here,vibrant,"A friendly hand pointing downward with index finger extended toward a specific spot on the ground in a 'right here' gesture, isolated hand and pointing finger","A friendly hand pointing downward with index finger extended toward a specific spot on the ground in a 'right here' gesture, isolated hand and pointing finger, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-there,out_,Out there,vibrant,"A friendly hand pointing outward with index finger extended toward a distant spot, indicating 'over there', isolated hand and pointing finger","A friendly hand pointing outward with index finger extended toward a distant spot, indicating 'over there', isolated hand and pointing finger, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_get-out,out_,Get out,natural,"A child stepping out through an open doorway from inside to outside, the door is open and the child is mid-step crossing the threshold, full body, side view","A child stepping out through an open doorway from inside to outside, the door is open and the child is mid-step crossing the threshold, full body, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_come-out,out_,Come out,natural,"A child emerging from inside a doorway or a hiding spot, hands gesturing forward, mid-action of coming out, full body, side view","A child emerging from inside a doorway or a hiding spot, hands gesturing forward, mid-action of coming out, full body, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-bed,out_,Out of bed,natural,"A child sitting up in bed with eyes open and stretching arms above their head in the morning, blanket pushed aside, indicating getting out of bed for the day, head and shoulders","A child sitting up in bed with eyes open and stretching arms above their head in the morning, blanket pushed aside, indicating getting out of bed for the day, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-class,out_,Out of class,natural,"A child walking out through an open classroom doorway carrying a school bag, the classroom visible behind them, leaving the class, side view, full body","A child walking out through an open classroom doorway carrying a school bag, the classroom visible behind them, leaving the class, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-car,out_,Out of car,natural,"A child stepping out of a car onto the ground beside the open car door, one foot already on the ground and one still inside the car, side view","A child stepping out of a car onto the ground beside the open car door, one foot already on the ground and one still inside the car, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-bath,out_,Out of bath,natural,"A child stepping out of a bathtub wrapped in a fluffy white towel, modest depiction with full body covering, beside the bath, side view","A child stepping out of a bathtub wrapped in a fluffy white towel, modest depiction with full body covering, beside the bath, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-pool,out_,Out of pool,natural,"A child climbing out of a swimming pool with hands on the pool edge pulling themselves up, water dripping from them, side view, full body","A child climbing out of a swimming pool with hands on the pool edge pulling themselves up, water dripping from them, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-way,out_,Out of way,natural,"A child stepping aside dodging out of the way of a passing object, body leaning to the side with motion lines, side view, full body","A child stepping aside dodging out of the way of a passing object, body leaning to the side with motion lines, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-time,out_,Out of time,vibrant,"An hourglass with all the sand fallen to the bottom and the top empty, indicating time has run out, isolated icon","An hourglass with all the sand fallen to the bottom and the top empty, indicating time has run out, isolated icon, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-please,out_,Out please,natural,"A child standing in front of a closed door with one hand on the door knob and the other hand in a praying-hands please gesture, head and shoulders","A child standing in front of a closed door with one hand on the door knob and the other hand in a praying-hands please gesture, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_reach-out,out_,Reach out,natural,"A single hand and arm reaching forward toward the viewer with open palm and fingers extended in a clear reaching gesture, isolated arm and hand","A single hand and arm reaching forward toward the viewer with open palm and fingers extended in a clear reaching gesture, isolated arm and hand, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_stay-out,out_,Stay out,natural,"A child with palm raised outward in a clear stop gesture, standing in front of a closed door, indicating others should stay out, head and shoulders","A child with palm raised outward in a clear stop gesture, standing in front of a closed door, indicating others should stay out, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_spread-out,out_,Spread out,natural,"Two hands held wide apart with palms facing each other and fingers spread, with curved motion lines between them showing the spreading apart action","Two hands held wide apart with palms facing each other and fingers spread, with curved motion lines between them showing the spreading apart action, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_watch-out,out_,Watch out,vibrant,"A yellow triangular warning sign with a bold black exclamation mark in the centre, indicating caution and danger ahead","A yellow triangular warning sign with a bold black exclamation mark in the centre, indicating caution and danger ahead, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_help-out,out_,Help out,natural,"Two children working together — one holding a basket while the other places items into it, helpful cooperative scene, both visible from head and shoulders","Two children working together — one holding a basket while the other places items into it, helpful cooperative scene, both visible from head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_left-out,out_,Left out,natural,"A sad child sitting alone on a bench with a downturned expression, while a small group of other children play together in the background, head and shoulders of the lonely child as focal point","A sad child sitting alone on a bench with a downturned expression, while a small group of other children play together in the background, head and shoulders of the lonely child as focal point, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_run-out,out_,Run out,vibrant,"An empty container tipped sideways with nothing coming out of it, indicating the contents have run out and there is nothing left","An empty container tipped sideways with nothing coming out of it, indicating the contents have run out and there is nothing left, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_time-out,out_,Time out,vibrant,"Two hands forming a clear letter T shape (one hand horizontal on top of the other hand vertical), indicating the universal time-out gesture used in sports","Two hands forming a clear letter T shape (one hand horizontal on top of the other hand vertical), indicating the universal time-out gesture used in sports, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_miss-out,out_,Miss out,natural,"A disappointed child watching something fun happening in the distance with a longing facial expression, head and shoulders, the child is clearly missing out on the activity","A disappointed child watching something fun happening in the distance with a longing facial expression, head and shoulders, the child is clearly missing out on the activity, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_work-out,out_,Work out,natural,"A child doing a star jump exercise with arms and legs extended outward, energetic exercise pose, full body","A child doing a star jump exercise with arms and legs extended outward, energetic exercise pose, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_breathe-out,out_,Breathe out,natural,"A child with mouth open exhaling, with visible curved air lines flowing out of the mouth indicating breathing out, side view of head and shoulders","A child with mouth open exhaling, with visible curved air lines flowing out of the mouth indicating breathing out, side view of head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_step-out,out_,Step out,natural,"A child taking one clear step forward with one foot lifted and extended in front of them mid-step, side view, full body","A child taking one clear step forward with one foot lifted and extended in front of them mid-step, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_walk-out,out_,Walk out,natural,"A child walking away with their back to the viewer through an open doorway, full body from behind, leaving","A child walking away with their back to the viewer through an open doorway, full body from behind, leaving, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_up-please,up_,Up please,natural,"A small child looking upward with both arms reaching up high above their head asking to be picked up, with a please gesture, head and shoulders","A small child looking upward with both arms reaching up high above their head asking to be picked up, with a please gesture, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_stand-up,up_,Stand up,natural,"A child rising up from a sitting position on a chair, mid-motion of standing up with body angled upward, side view, full body, motion lines indicating upward movement","A child rising up from a sitting position on a chair, mid-motion of standing up with body angled upward, side view, full body, motion lines indicating upward movement, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_get-up,up_,Get up,natural,"A child climbing out of bed in the morning with one foot on the floor and one still on the bed, mid-action of getting up, side view","A child climbing out of bed in the morning with one foot on the floor and one still on the bed, mid-action of getting up, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_sit-up,up_,Sit up,natural,"A child sitting upright with straight posture, shoulders back and head held high, in a clear good-posture sitting position, side view, full body","A child sitting upright with straight posture, shoulders back and head held high, in a clear good-posture sitting position, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_wake-up,up_,Wake up,natural,"A child sitting up in bed with eyes wide open and stretching arms in the morning, a yellow sun visible through the window beside the bed, head and shoulders","A child sitting up in bed with eyes wide open and stretching arms in the morning, a yellow sun visible through the window beside the bed, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_lift-up,up_,Lift up,natural,"Two hands lifting a heavy object straight up with arms bent at the elbows in a lifting position, the object clearly being raised upward, motion lines indicating upward lift","Two hands lifting a heavy object straight up with arms bent at the elbows in a lifting position, the object clearly being raised upward, motion lines indicating upward lift, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_hold-up,up_,Hold up,natural,"A single hand holding up a small object high in the air with arm extended upward, the object clearly elevated and on display, isolated arm and hand","A single hand holding up a small object high in the air with arm extended upward, the object clearly elevated and on display, isolated arm and hand, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_tidy-up,up_,Tidy up,natural,"A child putting toys away into a toy box, with one toy in their hand and the toy box open beside them, organizing and cleaning up, side view","A child putting toys away into a toy box, with one toy in their hand and the toy box open beside them, organizing and cleaning up, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
up_wash-up,up_,Wash up,natural,"Two hands being washed under running water from a tap with soap bubbles visible, focus on the hands and sink with running water","Two hands being washed under running water from a tap with soap bubbles visible, focus on the hands and sink with running water, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid bright red on skin), no medication or pills, style similar to PCS HD educational picture symbols."
