word_id,sub_grid,label,colour_fill,subject_description,full_prompt
in_in-pocket,in_,In pocket,natural,"A hand reaching into a clearly visible SHIRT pocket (chest pocket on a t-shirt), the shirt pocket is rectangular and on the front of the shirt at chest level, with a small toy partially visible peeking out of the pocket, close-up of the shirt pocket","A hand reaching into a clearly visible SHIRT pocket (chest pocket on a t-shirt), the shirt pocket is rectangular and on the front of the shirt at chest level, with a small toy partially visible peeking out of the pocket, close-up of the shirt pocket, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
in_in-school,in_,In school,natural,"A child sitting at a school desk inside a classroom clearly HOLDING a pencil in their hand and writing on paper on the desk, with a chalkboard visible behind them, the pencil is clearly in the child's grip, head and shoulders","A child sitting at a school desk inside a classroom clearly HOLDING a pencil in their hand and writing on paper on the desk, with a chalkboard visible behind them, the pencil is clearly in the child's grip, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_come-off,off_,Come off,natural,"A colourful sticker being peeled off a flat surface (like a notebook cover), with the sticker partially lifted at one corner showing it coming off cleanly, fingers visible gripping the sticker edge, NO human legs or figures visible, close-up of just the sticker and surface","A colourful sticker being peeled off a flat surface (like a notebook cover), with the sticker partially lifted at one corner showing it coming off cleanly, fingers visible gripping the sticker edge, NO human legs or figures visible, close-up of just the sticker and surface, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_drop-off,off_,Drop off,natural,"A child's hand releasing a small bright red apple, the apple falling downward through the air with motion lines BELOW the apple (showing it falling DOWN, not being lifted up), the apple is unambiguously fruit (round red shape with green leaf), NOT medication, NOT pills, NOT pill-shaped","A child's hand releasing a small bright red apple, the apple falling downward through the air with motion lines BELOW the apple (showing it falling DOWN, not being lifted up), the apple is unambiguously fruit (round red shape with green leaf), NOT medication, NOT pills, NOT pill-shaped, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_far-off,off_,Far off,natural,"A landscape view with a small town in the distance on the horizon — visible church steeple and small houses far away — with rolling hills between the viewer and the town, the town is clearly far away in the distance","A landscape view with a small town in the distance on the horizon — visible church steeple and small houses far away — with rolling hills between the viewer and the town, the town is clearly far away in the distance, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_get-off,off_,Get off,natural,"A child clearly stepping DOWN OFF a low wooden box onto the floor, with one foot already firmly planted on the floor BELOW the box, the other foot lifting up off the box surface, motion arrow pointing DOWNWARD away from the box, the message is unambiguously DESCENDING (NOT climbing on, NOT getting on), side view, full body","A child clearly stepping DOWN OFF a low wooden box onto the floor, with one foot already firmly planted on the floor BELOW the box, the other foot lifting up off the box surface, motion arrow pointing DOWNWARD away from the box, the message is unambiguously DESCENDING (NOT climbing on, NOT getting on), side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_log-off,off_,Log off,vibrant,"A computer monitor displaying a screen with a clear rectangular button labelled 'LOG OFF' with bold lettering visible, and a cursor arrow positioned over the button about to click it, simple iconic representation of logging off","A computer monitor displaying a screen with a clear rectangular button labelled 'LOG OFF' with bold lettering visible, and a cursor arrow positioned over the button about to click it, simple iconic representation of logging off, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_off-bed,off_,Off bed,natural,"A small bright red ball positioned on the floor BESIDE a made-up bed, the bed is empty with no objects on top, indicating the red ball was on the bed but is now OFF the bed, both bed and ball clearly visible","A small bright red ball positioned on the floor BESIDE a made-up bed, the bed is empty with no objects on top, indicating the red ball was on the bed but is now OFF the bed, both bed and ball clearly visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_off-chair,off_,Off chair,natural,"A small bright red ball positioned on the floor BESIDE a wooden chair with an empty seat, the chair is clearly empty with nothing on it, indicating the red ball was on the chair but is now OFF the chair, both chair and ball clearly visible","A small bright red ball positioned on the floor BESIDE a wooden chair with an empty seat, the chair is clearly empty with nothing on it, indicating the red ball was on the chair but is now OFF the chair, both chair and ball clearly visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_off-floor,off_,Off floor,natural,"A natural-skin-tone hand reaching down and picking up a small bright red ball off a wooden floor, the ball is being lifted UP and OFF the floor with the hand grip clearly around it, no motion blur lines, the apple-ball is unambiguously a round red ball (NOT pill-shaped, NOT medication), side view","A natural-skin-tone hand reaching down and picking up a small bright red ball off a wooden floor, the ball is being lifted UP and OFF the floor with the hand grip clearly around it, no motion blur lines, the apple-ball is unambiguously a round red ball (NOT pill-shaped, NOT medication), side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_off-please,off_,Off please,vibrant,"A composition with a clearly recognizable wall light switch labelled 'OFF' being flicked by a hand finger on the LEFT side of the frame, and two natural-skin-tone praying-hands in a please gesture on the RIGHT side of the frame, both elements equally visible","A composition with a clearly recognizable wall light switch labelled 'OFF' being flicked by a hand finger on the LEFT side of the frame, and two natural-skin-tone praying-hands in a please gesture on the RIGHT side of the frame, both elements equally visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_off-table,off_,Off table,natural,"A small bright red ball positioned on the floor BESIDE a wooden table, the table top is clearly empty with no objects on it, indicating the red ball was on the table but is now OFF the table, both table and ball clearly visible","A small bright red ball positioned on the floor BESIDE a wooden table, the table top is clearly empty with no objects on it, indicating the red ball was on the table but is now OFF the table, both table and ball clearly visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_off-there,off_,Off there,vibrant,"A small bright red ball positioned on the ground at a distance from the viewer, with a hand on the near side pointing toward the red ball indicating 'taken off from over there', simple composition","A small bright red ball positioned on the ground at a distance from the viewer, with a hand on the near side pointing toward the red ball indicating 'taken off from over there', simple composition, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_show-off,off_,Show off,natural,"A proud smiling boy holding out his hands palm-up showing a shiny gold trophy or shining golden star resting in his hands, with a big confident smile on his face, head and shoulders, clearly showing off his achievement","A proud smiling boy holding out his hands palm-up showing a shiny gold trophy or shining golden star resting in his hands, with a big confident smile on his face, head and shoulders, clearly showing off his achievement, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_switch-off,off_,Switch off,vibrant,"A clearly recognizable wall-mounted light switch with a rectangular plate, the toggle visibly flipped DOWN to the OFF position with a small 'OFF' label visible on the switch plate, and a dim grey unlit lightbulb beside it, simple icon","A clearly recognizable wall-mounted light switch with a rectangular plate, the toggle visibly flipped DOWN to the OFF position with a small 'OFF' label visible on the switch plate, and a dim grey unlit lightbulb beside it, simple icon, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_take-off,off_,Take off,natural,"A child clearly pulling a yellow jumper UP and OFF over their head, the jumper is bunched up above the head with the child's face just visible underneath the rising fabric, both hands gripping the bottom edge of the jumper pulling it upward, the child has natural friendly features (NOT alien-looking), head and shoulders","A child clearly pulling a yellow jumper UP and OFF over their head, the jumper is bunched up above the head with the child's face just visible underneath the rising fabric, both hands gripping the bottom edge of the jumper pulling it upward, the child has natural friendly features (NOT alien-looking), head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
off_turn-off,off_,Turn off,vibrant,"A clearly recognizable wall-mounted light switch with a rectangular plate and toggle visibly flipped DOWN to the OFF position with a small 'OFF' label visible on the switch plate, and a dim grey lightbulb beside it that is NOT glowing, simple icon","A clearly recognizable wall-mounted light switch with a rectangular plate and toggle visibly flipped DOWN to the OFF position with a small 'OFF' label visible on the switch plate, and a dim grey lightbulb beside it that is NOT glowing, simple icon, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_carry-on,on_,Carry on,natural,"A child walking forward steadily with a backpack on their shoulders, continuing their journey with a determined expression, with a small rightward-pointing arrow ahead of them indicating continuing forward, side view, full body","A child walking forward steadily with a backpack on their shoulders, continuing their journey with a determined expression, with a small rightward-pointing arrow ahead of them indicating continuing forward, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_move-on,on_,Move on,natural,"A child walking forward with a backpack, leaving a school building behind them in the background, indicating moving on to the next thing, with a curved rightward arrow above showing the progression forward, side view, full body","A child walking forward with a backpack, leaving a school building behind them in the background, indicating moving on to the next thing, with a curved rightward arrow above showing the progression forward, side view, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-chair,on_,On chair,natural,"A small bright red ball clearly resting on the seat of a simple wooden chair, the ball is the visual focus positioned on top of the chair seat with empty chair beneath, viewed from the side","A small bright red ball clearly resting on the seat of a simple wooden chair, the ball is the visual focus positioned on top of the chair seat with empty chair beneath, viewed from the side, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-floor,on_,On floor,natural,"A small bright red ball clearly resting on a wooden floor, the floor extends across the bottom of the frame and the ball is positioned on top of the floor surface, viewed from a low angle showing the ball is on the floor (no vehicles, no people, just the ball on the floor)","A small bright red ball clearly resting on a wooden floor, the floor extends across the bottom of the frame and the ball is positioned on top of the floor surface, viewed from a low angle showing the ball is on the floor (no vehicles, no people, just the ball on the floor), children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-foot,on_,On foot,natural,"A child sitting down with one bare foot extended and a hand putting a colourful shoe ONTO that foot, the shoe is mid-way being placed on the foot, focus on the foot and shoe with the natural-skin-tone leg visible","A child sitting down with one bare foot extended and a hand putting a colourful shoe ONTO that foot, the shoe is mid-way being placed on the foot, focus on the foot and shoe with the natural-skin-tone leg visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-front,on_,On front,natural,"A child standing facing the viewer wearing a yellow t-shirt with a large clear star graphic prominently displayed on the FRONT of the shirt at chest level, the star is the focal point clearly ON THE FRONT of the shirt, head to waist","A child standing facing the viewer wearing a yellow t-shirt with a large clear star graphic prominently displayed on the FRONT of the shirt at chest level, the star is the focal point clearly ON THE FRONT of the shirt, head to waist, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-hand,on_,On hand,natural,"A small bright red ball clearly resting on the open palm of a hand with natural beige skin tones, hand viewed from above with the red ball centred in the palm","A small bright red ball clearly resting on the open palm of a hand with natural beige skin tones, hand viewed from above with the red ball centred in the palm, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-here,on_,On here,vibrant,"A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue) pointing at a specific spot on a wooden table surface with index finger touching the surface, indicating 'on this spot here', isolated hand","A hand with natural beige skin tones (NOT purple, NOT bright red, NOT blue) pointing at a specific spot on a wooden table surface with index finger touching the surface, indicating 'on this spot here', isolated hand, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-please,on_,On please,vibrant,"A composition with a clearly recognizable wall-mounted light switch labelled 'ON' being flicked UP by a finger on the LEFT side of the frame, and two natural-skin-tone praying-hands in a please gesture on the RIGHT side of the frame, both elements equally visible","A composition with a clearly recognizable wall-mounted light switch labelled 'ON' being flicked UP by a finger on the LEFT side of the frame, and two natural-skin-tone praying-hands in a please gesture on the RIGHT side of the frame, both elements equally visible, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-shoulder,on_,On shoulder,natural,"A child standing with a small green parrot sitting ON the child's shoulder, the parrot is clearly perched on top of the shoulder, child has natural skin tones, head and shoulders","A child standing with a small green parrot sitting ON the child's shoulder, the parrot is clearly perched on top of the shoulder, child has natural skin tones, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-side,on_,On side,natural,"A child lying ON THEIR SIDE on a soft pillow, body in a clear horizontal side-sleeping position with one shoulder pointed up and the other shoulder pressed against the pillow, knees slightly bent, side profile of body visible from the side, full body, clearly lying on the side (NOT on stomach, NOT on back)","A child lying ON THEIR SIDE on a soft pillow, body in a clear horizontal side-sleeping position with one shoulder pointed up and the other shoulder pressed against the pillow, knees slightly bent, side profile of body visible from the side, full body, clearly lying on the side (NOT on stomach, NOT on back), children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_on-top,on_,On top,natural,"A small bright red ball clearly positioned on top of a wooden box, the red ball is sitting centred on top of the box surface, both ball and box clearly visible, side view","A small bright red ball clearly positioned on top of a wooden box, the red ball is sitting centred on top of the box surface, both ball and box clearly visible, side view, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_put-on,on_,Put on,natural,"A child clearly putting a hat ON their head, the hat is HALF-WAY onto the head with both hands gripping the brim pulling it down, the hat is mid-action of being placed on the head, head and shoulders, the put-on motion is unambiguous","A child clearly putting a hat ON their head, the hat is HALF-WAY onto the head with both hands gripping the brim pulling it down, the hat is mid-action of being placed on the head, head and shoulders, the put-on motion is unambiguous, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_switch-on,on_,Switch on,vibrant,"A clearly recognizable wall-mounted light switch with a rectangular plate, the toggle visibly flipped UP to the ON position with a small 'ON' label clearly visible on the switch plate, and a bright glowing yellow lightbulb beside it shining brightly, simple icon","A clearly recognizable wall-mounted light switch with a rectangular plate, the toggle visibly flipped UP to the ON position with a small 'ON' label clearly visible on the switch plate, and a bright glowing yellow lightbulb beside it shining brightly, simple icon, children's AAC communication symbol, friendly illustration style, soft rounded shapes, vibrant coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
on_try-on,on_,Try on,natural,"A child standing in front of a mirror trying on a hat, the mirror shows their reflection wearing the hat, the child has clear normal-positioned eyes looking forward (NOT cross-eyed), natural friendly face, head and shoulders","A child standing in front of a mirror trying on a hat, the mirror shows their reflection wearing the hat, the child has clear normal-positioned eyes looking forward (NOT cross-eyed), natural friendly face, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_find-out,out_,Find out,natural,"A child with a bright yellow lightbulb illuminated above their head and an 'aha' realization expression on their face — eyes wide, mouth slightly open in surprise discovery, indicating finding out / discovering something, head and shoulders","A child with a bright yellow lightbulb illuminated above their head and an 'aha' realization expression on their face — eyes wide, mouth slightly open in surprise discovery, indicating finding out / discovering something, head and shoulders, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
out_out-of-bed,out_,Out of bed,natural,"A child standing BESIDE their bed (not in it) with arms stretched up high above their head in a morning stretch, the bed visible behind them with rumpled covers, indicating they have just gotten out of bed, full body","A child standing BESIDE their bed (not in it) with arms stretched up high above their head in a morning stretch, the bed visible behind them with rumpled covers, indicating they have just gotten out of bed, full body, children's AAC communication symbol, friendly illustration style, soft rounded shapes, natural coloured fills with gentle shading, white background, single object centred, no text, no labels, crisp clean lines, warm and engaging, human figures with natural skin tones (avoid unnatural colours like bright red, purple, blue, or green on human skin), no medication or pills, style similar to PCS HD educational picture symbols."
